98310,50345
98310,51560
98028,51560
98028,52780
98038,52780
98038,53970
97634,53970
97634,55194
97694,55194
97694,56343
97114,56343
97114,57685
97879,57685
97879,58863
97495,58863
97495,60097
97410,60097
97410,61168
96613,61168
96613,62285
96087,62285
96087,63430
95699,63430
95699,64793
95995,64793
95995,65808
95190,65808
95190,66917
94694,66917
94694,68153
94520,68153
94520,69172
93810,69172
93810,70410
93597,70410
93597,71506
93063,71506
93063,72446
92233,72446
92233,73836
92230,73836
92230,74437
90842,74437
90842,75817
90767,75817
90767,76624
89776,76624
89776,77925
89516,77925
89516,78486
88217,78486
88217,79838
87983,79838
87983,80404
86749,80404
86749,81753
86457,81753
86457,82327
85271,82327
85271,83112
84339,83112
84339,84218
83732,84218
83732,84834
82642,84834
82642,86184
82224,86184
82224,86419
80815,86419
80815,87491
80126,87491
80126,87866
78880,87866
78880,88909
78145,88909
78145,89864
77325,89864
77325,90013
75962,90013
75962,90663
74943,90663
74943,91665
74127,91665
74127,92245
73054,92245
73054,92632
71882,92632
71882,92835
70633,92835
70633,94212
69932,94212
69932,94172
68583,94172
68583,94310
67333,94310
67333,95560
66504,95560
66504,95355
65141,95355
65141,95571
63940,95571
63940,96246
62875,96246
62875,96975
61804,96975
61804,96549
60451,96549
60451,97124
59333,97124
59333,96931
58065,96931
58065,97424
56918,97424
56918,98073
55773,98073
55773,97895
54524,97895
54524,97556
53279,97556
53279,98047
52092,98047
52092,98056
50874,98056
50874,98239
49655,98239
49655,97873
48444,97873
48444,98139
47213,98139
47213,98266
45977,98266
45977,98161
44754,98161
44754,97803
43564,97803
43564,97342
42400,97342
42400,97198
41191,97198
41191,97168
39954,97168
39954,96421
38877,96421
38877,96193
37686,96193
37686,96440
36351,96440
36351,95806
35267,95806
35267,95172
34198,95172
34198,94892
33007,94892
33007,94050
32037,94050
32037,93691
30879,93691
30879,93656
29561,93656
29561,93344
28352,93344
28352,92486
27418,92486
27418,91795
26408,91795
26408,91114
25399,91114
25399,90860
24123,90860
24123,89744
23396,89744
23396,88866
22533,88866
22533,88246
21491,88246
21491,88137
20040,88137
20040,86756
19588,86756
19588,86100
18557,86100
18557,85394
17559,85394
17559,84455
16774,84455
16774,83868
15643,83868
15643,83135
14639,83135
14639,81809
14281,81809
14281,80997
13365,80997
13365,80297
12295,80297
12295,79332
11540,79332
11540,78381
10764,78381
10764,77410
10010,77410
10010,76167
9670,76167
9670,75301
8752,75301
8752,73978
8591,73978
8591,73070
7725,73070
7725,71976
7185,71976
7185,70992
6418,70992
6418,69862
5943,69862
5943,68457
6125,68457
6125,67420
5467,67420
5467,66462
4555,66462
4555,65053
4909,65053
4909,64154
3729,64154
3729,62836
3894,62836
3894,61743
3268,61743
3268,60481
3319,60481
3319,59319
2945,59319
2945,58207
2240,58207
2240,56983
2130,56983
2130,55722
2353,55722
2353,54541
1931,54541
1931,53300
2146,53300
2146,52078
2265,52078
2265,50877
1742,50877
1742,50319
94651,50319
94651,48450
2321,48450
2321,47206
1732,47206
1732,46042
2516,46042
2516,44813
2377,44813
2377,43626
2658,43626
2658,42360
2409,42360
2409,41284
3296,41284
3296,39914
2641,39914
2641,38778
3164,38778
3164,37648
3661,37648
3661,36388
3684,36388
3684,35155
3843,35155
3843,34172
4754,34172
4754,33136
5447,33136
5447,31768
5289,31768
5289,30736
5982,30736
5982,29507
6228,29507
6228,28717
7386,28717
7386,27424
7524,27424
7524,26409
8205,26409
8205,25147
8464,25147
8464,24254
9346,24254
9346,23289
10096,23289
10096,22516
11108,22516
11108,21135
11274,21135
11274,20223
12094,20223
12094,19338
12941,19338
12941,18459
13787,18459
13787,17587
14636,17587
14636,16530
15290,16530
15290,15932
16416,15932
16416,14754
16973,14754
16973,13825
17784,13825
17784,13107
18784,13107
18784,12336
19735,12336
19735,12209
21177,12209
21177,10929
21737,10929
21737,10796
23127,10796
23127,9396
23654,9396
23654,8692
24661,8692
24661,8642
26050,8642
26050,7899
27024,7899
27024,7305
28085,7305
28085,7017
29296,7017
29296,6512
30393,6512
30393,5491
31275,5491
31275,5372
32542,5372
32542,5231
33782,5231
33782,4619
34850,4619
34850,4569
36102,4569
36102,3574
37074,3574
37074,3221
38244,3221
38244,3590
39579,3590
39579,2490
40590,2490
40590,3086
41937,3086
41937,2138
43017,2138
43017,2492
44294,2492
44294,2396
45502,2396
45502,2574
46729,2574
46729,2277
47921,2277
47921,2284
49132,2284
49132,1948
50343,1948
50343,1748
51568,1748
51568,1959
52780,1959
52780,2454
53962,2454
53962,2618
55160,2618
55160,2473
56398,2473
56398,2723
57588,2723
57588,2805
58807,2805
58807,3175
59972,3175
59972,3369
61172,3369
61172,3562
62378,3562
62378,4246
63446,4246
63446,4614
64597,4614
64597,4889
65780,4889
65780,4721
67138,4721
67138,5144
68290,5144
68290,5808
69339,5808
69339,6415
70404,6415
70404,6945
71502,6945
71502,7899
72376,7899
72376,8486
73431,8486
73431,8983
74541,8983
74541,9061
75925,9061
75925,10526
76422,10526
76422,11171
77439,11171
77439,11363
78799,11363
78799,11994
79855,11994
79855,13330
80339,13330
80339,13538
81756,13538
81756,14950
82124,14950
82124,15228
83529,15228
83529,15991
84497,15991
84497,16930
85290,16930
85290,17789
86168,17789
86168,18819
86850,18819
86850,19630
87793,19630
87793,20709
88404,20709
88404,21979
88735,21979
88735,23101
89241,23101
89241,24070
89962,24070
89962,25058
90660,25058
90660,25810
91771,25810
91771,26889
92347,26889
92347,28234
92404,28234
92404,29198
93184,29198
93184,30213
93887,30213
93887,31201
94685,31201
94685,32652
94345,32652
94345,33528
95470,33528
95470,34844
95397,34844
95397,35836
96299,35836
96299,37077
96414,37077
96414,38238
96801,38238
96801,39557
96508,39557
96508,40693
96988,40693
96988,41939
96899,41939
96899,43137
97038,43137
97038,44302
97437,44302
97437,45514
97480,45514
97480,46678
98166,46678
98166,47929
97555,47929
97555,49132
97674,49132
97674,50345
